GeneMasterName,GeneFullName,ClinVarGene ID,Location,Chromosome,ChromosomeArm,NumExons,NumBases,NumAminoAcids,GeneType,Mechanism,Pathway,PathwayGraphic,VariantLevelRisk,GraphicGene,GraphicProtein,GeneInteraction,urlGenecards,urlGenereviews,urlOMIM,RefSeqID1,RefSeqID2,Childhood,RecessiveConditionAlso,Preimplant_PrenatalDx,In_Ask2meWebsite,MedNeon,In_Invitae84,Ambry,Myriad_MyRisk,Geisinger,ACMG,ACMG_3_Dec2021,Helix,Completed,Inheritance,Check,DiseaseTypeMaster,SPANISH_GeneType,CHINESE_GeneType,SPANISH_Mechanism,CHINESE_Mechanism,PreImplantationTesting,NCCN_GuidelinesDec2021,Notes
SDHAF2,Succinate Dehydrogenase Complex Assembly Factor 2,54949,11q12.2,11,Q,4,17488,166,protein coding,SDHAF2 encodes a protein involved with the flavination of a succinate dehydrogenase complex subunit.,,,,,,"SDHA, SDHB, SDHD",#http://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHAF2#,#https://www.ncbi.nlm.nih.gov/gene/54949#,#http://www.omim.org/entry/613019#,NM_017841,,1,,,,1,1,1,,1,1,1,,,Mono,,Cancer,,,,,,1,
SDHB,Succinate Dehydrogenase Complex Iron Sulfur Subunit B,6390,1p36.13,1,P,8,35449,280,protein coding,SDHB encodes a tumor suppressor involved in complex II of the mitochondrial electron transport chain.,,,,,,"SDHA, SDHC, SDHD, SUCLG1, SUCLA2, ACN9, UQCRC2, NDUFV2, UQRFS1, FH",#http://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHB#,#https://www.ncbi.nlm.nih.gov/gene/6390#,#http://www.omim.org/entry/185470#,NM_003000,,1,1,,,1,1,1,,1,1,1,,1,Mono,UpdateWebsite,Cancer,,,,,,1,
SDHC,Succinate Dehydrogenase Complex Subunit C,6391,1q23.3,1,Q,7,61084,169,protein coding,SDHC encodes a component of the succinate dehydrogenase enzyme which is involved in the electron transport chain.,,,,,,"SDHD, SDHB, SDHA, FH, ATP5D, SUCLG1, SUCLA2, NDUFS3, NDUFS3, CYCS",#http://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHC#,#https://www.ncbi.nlm.nih.gov/gene/6391#,#http://www.omim.org/entry/602413#,NM_003001,,1,,,,1,1,1,,1,1,1,,,Mono,,Cancer,,,,,,1,
SDHD,Succinate Dehydrogenase Complex Subunit D,6392,11q23.1,11,Q,6,33241,159,protein coding,SDHD encodes a tumor-suppressor that is involved in complex II of the mitochondrial electron transport chain.,,,,,,"SDHA, SDHB, SDHC, SUCLG1, SUCLG2, FH, SUCLA2, CYCS, NDUFB5, NDUFA8",#http://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHD#,#https://www.ncbi.nlm.nih.gov/gene/6392#,#http://www.omim.org/entry/602690#,NM_003002,,1,1,,,1,1,1,,1,1,1,,1,Mono,UpdateWebsite,Cancer,,,,,,1,
SMARCA4,"SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily A, Member 4",6597,19p13.2,19,P,,"118,602",1647,protein coding,"Involved in transcriptional activation and repression of select genes by chromatin remodeling (alteration of DNA-nucleosome topology). Component of SWI/SNF chromatin remodeling complexes that carry out key enzymatic activities, changing chromatin structur",,,,,,"SMARCD1, SMARCB1, SMARCC1, SMARCE1, SMARCD2, SMARCD3, ARID2, ARID1A",https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCA4,,https://omim.org/entry/603254,,,1,,,,1,1,1,,,,,,,Mono,,Cancer,,,,,,9,
SMARCB1,"SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily B, Member 1",6598,22q11.23,22,Q,,"51,079",385,protein coding,"Core component of the BAF (hSWI/SNF) complex. This ATP-dependent chromatin-remodeling complex plays important roles in cell proliferation and differentiation, in cellular antiviral activities and inhibition of tumor formation. The BAF complex is able to c",,,,,,"SMARCE1, SMARCA4, SMARCD2, SMARCD3, SMARCA2, SMARCC1, SMARCD1, ACTL6A, ARID1A",https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCB1,,https://omim.org/entry/601607,,,1,,,,1,1,1,,,,,,,Mono,,Cancer,,,,,,,
SMARCE1,"SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily E, Member 1",6605,17q21.2,17,Q,,"23,693",411,protein coding,"Involved in transcriptional activation and repression of select genes by chromatin remodeling (alteration of DNA-nucleosome topology). Component of SWI/SNF chromatin remodeling complexes that carry out key enzymatic activities, changing chromatin structur",,,,,,"SMARCC2, SMARCB1, SMARCD2, SMARCC1, SMARCD1, SMARCA4, SS18, ARID1B, ARID1A",https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCE1,,,https://omim.org/entry/603111,,1,,,,1,1,1,,,,,,,Mono,,Cancer,,,,,,,
SPINK1,Serine Peptidase Inhibitor Kazal Type 1,6690,5q32,5,Q,,"14,629",79,protein coding,"Serine protease inhibitor which exhibits anti-trypsin activity (PubMed:7142173). In the pancreas, protects against trypsin-catalyzed premature activation of zymogens (By similarity).",,,,,,"SPINK2, PRSS1",https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPINK1,,https://omim.org/entry/167790,,,,1,,,1,,1,,,,,,,Mono,,Cancer,,,,,,1,
SUFU,SUFU negative regulator of hedgehog signaling,51684,10q24.32,10,Q,16,130662,484,protein coding,The SUFU gene is important  in early development as it plays a role in pattern formation and cellular proliferation.  This gene encodes a negative regulator of the hedgehog signaling pathway.,,,,,,"GLI1, GLI2, GLI3, SMO, KIF7, SAP18, IFT172, BTRC, LGALS3, STK36",https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUFU,https://www.ncbi.nlm.nih.gov/gene/51684,https://www.omim.org/entry/607035?search=SUFU&highlight=sufu,NM_001178133.2,NM_016169.3,1,,,,1,1,1,,,,,,,Mono,,Cancer,codificación de proteínas,蛋白编码,,SUFU基因在早期发育的胚胎模式形成和细胞增殖过程中扮演重要角色。其编码Hedghog信号通路中的一个负性调控因子。,,,
TERT,Telomerase Reverse Transcriptase,7051,5p15.33,5,P,,"41,922",1132,protein coding,"Telomerase is a ribonucleoprotein enzyme essential for the replication of chromosome termini in most eukaryotes. Active in progenitor and cancer cells. Inactive, or very low activity, in normal somatic cells. Catalytic component of the teleromerase holoen",,,,,,"SMARCA4, XRCC6, XRCC5, PIF1, SMG6, DIKC1, PINX1, NHP2, MYC, AKT1",https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERT,,https://omim.org/entry/187270,,,1,1,,,1,1,1,,,,,,,Mono,,Cancer,,,,,,,
TMEM127,Transmembrane Protein 127,55654,2q11.2,2,Q,,17484,238,protein coding,Controls cell proliferation acting as a negative regulator of TOR signaling pathway mediated by mTORC1. May act as a tumor suppressor.,,,,,,"SDHA, SDHB, SDHC, SDHD, SDHAF2, PGL, RET, NF1, MAX, CIAO1",,,,,,1,,,,1,1,1,,,,1,,,Mono,,Cancer,,,,,,1,
TSC1,TSC Complex Subunit 1,7248,9q34.13,9,Q,,"55,527",1164,protein coding,This gene is a tumor suppressor gene that encodes the growth inhibitory protein hamartin. The encoded protein interacts with and stabilizes the GTPase activating protein tuberin. This hamartin-tuberin complex negatively regulates mammalian target of rapam,,,,,,"TSC2, AKT1, RPTOR, MTOR, RHEB, RRAGA, RICTOR, MILST8",https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC1,,https://omim.org/entry/605284,,,1,,,,1,1,1,,1,1,1,,,Mono,,Cancer,,,,,,1,
TSC2,TSC Complex Subunit 2,7249,16p13.3,16,P,,"41,688",1807,protein coding,"In complex with TSC1, this tumor suppressor inhibits the nutrient-mediated or growth factor-stimulated phosphorylation of S6K1 and EIF4EBP1 by negatively regulating mTORC1 signaling (PubMed:12271141, PubMed:28215400). Acts as a GTPase-activating protein (",,,,,,"TSC1, AKT1, RPTOR, MTOR, RHEB, RRAGA, RICTOR, MILST8",https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC2,,https://omim.org/entry/191092,,,1,,,,1,1,1,,1,1,1,,,Mono,,Cancer,,,,,,1,
VHL,Von Hippel-Lindau Tumor Suppressor,7428,3p25.3,3,P,3,12663,213,protein coding,VHL encodes a tumor suppressor that is involved in transcriptional repression.,,,,,,"EGLN1, CUL2, EPAS1, TCEB1, AKT2, PPP2CA, AKT1, HIF1A",#http://www.genecards.org/cgi-bin/carddisp.pl?gene=VHL#,#https://www.ncbi.nlm.nih.gov/gene/7428#,#http://www.omim.org/entry/608537#,NM_000551,,1,1,,,1,1,1,,1,1,1,,,Mono,,Cancer,,,,,,1,
WRN,ATP-dependent helicase,7486,8p12,8,P,,"142,390",1432,protein coding,Multifunctional enzyme that has both magnesium and ATP-dependent DNA-helicase activity and 3'->5' exonuclease activity towards double-stranded DNA with a 5'-overhang. Has no nuclease activity towards single-stranded DNA or blunt-ended double-stranded DNA.,,,,,,"ATM, RAD51, MUS81, EXO1, RAD52, TOP3A, RPA3, RPA1, RPA2, XRCC6",,,,,,,1,,,1,1,,,,,,,,Mono,,Cancer,,,,,,,
WT1,WT1 Transcription Factor,7490,11p13,11,P,,"47,856",449,protein coding,"Transcription factor that plays an important role in cellular development and cell survival (PubMed:7862533). Recognizes and binds to the DNA sequence 5'-GCG(T/G)GGGCG-3' (PubMed:7862533, PubMed:17716689, PubMed:25258363). Regulates the expression of nume",,,,,,"TERT, PAX2, TP73, DNAJA3",,,,,,1,,,,1,1,,,1,1,1,,1,Mono,UpdateWebsite,Cancer,,,,,,1,
AXIN2,Axis Inhibitor 2,8313,17q24.1,17,Q,10,"33,086",843,protein coding,"The Axin-related protein, Axin2, presumably plays an important role in the regulation of the stability of beta-catenin in the Wnt signaling pathway, like its rodent homologs, mouse conductin/rat axil. In mouse, conductin organizes a multiprotein complex of APC (adenomatous polyposis of the colon), beta-catenin, glycogen synthase kinase 3-beta, and conductin, which leads to the degradation of beta-catenin. Apparently, the deregulation of beta-catenin is an important event in the genesis of a number of malignancies. The AXIN2 gene has been mapped to 17q23-q24, a region that shows frequent loss of heterozygosity in breast cancer, neuroblastoma, and other tumors. Mutations in this gene have been associated with colorectal cancer with defective mismatch repair. [provided by RefSeq, Jul 2008]",,,,,,"APC, APC2, GSK3A, TNKS, TNKS2, DVL1, TDF7L2, LEF1, CTNNB1, GSK3B",https://www.genecards.org/cgi-bin/carddisp.pl?gene=AXIN2&keywords=AXIN2#summaries,,https://omim.org/entry/604025?search=axin2&highlight=axin2,,,,,,,1,1,1,1,,,,,1,Mono,UpdateWebsite,Cancer,,,,,,1,
BAP1,BRCA1 associated protein 1,8314,3p21.1,3,P,17,3717,729,protein coding,"This gene belongs to the ubiquitin C-terminal hydrolase subfamily of deubiquitinating enzymes that are involved in the removal of ubiquitin from proteins. The encoded enzyme binds to the breast cancer type 1 susceptibility protein (BRCA1) via the RING finger domain of the latter and acts as a tumor suppressor. In addition, the enzyme may be involved in regulation of transcription, regulation of cell cycle and growth, response to DNA damage and chromatin dynamics.",,,,,,"BRCA1, UBC, FOXK2, ASKL1, RING1, RPS27A, HCFC1, UBA52, FOXK1, ASKL2",https://www.genecards.org/Search/Keyword?queryString=bap1,https://www.ncbi.nlm.nih.gov/gene/8314,https://omim.org/entry/603089?search=bap1&highlight=bap1,,,1,,,,1,1,1,,,,,,1,Mono,UpdateWebsite,Cancer,,,,,,1,
BLM,BLM RecQ Like Helicase,641,15q26.1,15,Q,25,98821,1417,protein coding,BLM encodes a helicase that works to maintain genomic stability.,,,,,,"MLH1, RPA2, RPA3, RMI1, FANCM, APITD1, FANCG, FANCA, RPA1, C17orf70",https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLM&keywords=blm#summaries,,https://omim.org/entry/210900?search=BLM&highlight=blm,,,,1,,,1,1,1,,,,,,1,Mono,UpdateWebsite,Cancer,,,,,,9,
CASR,Calcium Sensing Receptor,846,3q13.33-21.1,3,Q,11,107962,1078,protein coding,"The protein encoded by this gene is a plasma membrane G protein-coupled receptor that senses small changes in circulating calcium concentration. The encoded protein couples this information to intracellular signaling pathways that modify parathyroid hormone secretion or renal cation handling, and thus this protein plays an essential role in maintaining mineral ion homeostasis.",,,,,,"LPAR5, GABBr1, TAS2R16, GNA11, FFAR4, FFAR2, NPSR1, PTH",https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASR&keywords=CASR#genomic_location,,https://omim.org/entry/601199?search=CASR&highlight=casr,,,,1,,,1,1,1,,,,,,1,Mono,UpdateWebsite,Cancer,,,,,,1,
CDC73,Cell Division Cycle 73,79577,1q31.2,1,Q,18,132833,531,protein coding,"This gene encodes a tumor suppressor that is involved in transcriptional and post-transcriptional control pathways. The protein is a component of the the PAF protein complex, which associates with the RNA polymerase II subunit POLR2A and with a histone methyltransferase complex. This protein appears to facilitate the association of 3' mRNA processing factors with actively-transcribed chromatin. Mutations in this gene have been linked to hyperparathyroidism-jaw tumor syndrome, familial isolated hyperparathyroidism, and parathyroid carcinoma. [provided by RefSeq, Jul 2009]",,,,,,"WDR61, SUPT5H, RTF1, PAF1, SSRP1, CTR9, POLR2A",https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC73&keywords=CDC73#summaries,,https://omim.org/entry/607393?search=CDC73&highlight=cdc73,,,1,,,,1,1,1,,,,,,1,Mono,UpdateWebsite,Cancer,,,,,,,
MITF,Melanocyte Inducing Transcription Factor,4286,3p13,3,P,19,"228,903",526,protein coding,"The protein encoded by this gene is a transcription factor that contains both basic helix-loop-helix and leucine zipper structural features. The encoded protein regulates melanocyte development and is responsible for pigment cell-specific transcription of the melanogenesis enzyme genes. Heterozygous mutations in the this gene cause auditory-pigmentary syndromes, such as Waardenburg syndrome type 2 and Tietz syndrome. [provided by RefSeq, Aug 2017]",,,,,,"PAX3, TYR, PIAS3, IL6, MAPK1, EP300, CREB1, MAPK14, TFE3, TFEB",https://www.genecards.org/cgi-bin/carddisp.pl?gene=MITF&keywords=mitf#summaries,,https://omim.org/entry/156845?search=mitf&highlight=mitf,,,1,,,,1,1,1,,,,,,,Mono,,Cancer,,,,,,,
MSH3,MutS Homolog 3,4437,5q14.1,5,Q,24,"222,164",1137,protein coding,"MSH3 encodes a protein involved in DNA mismatch repair.The protein encoded by this gene forms a heterodimer with MSH2 to form MutS beta, part of the post-replicative DNA mismatch repair system. MutS beta initiates mismatch repair by binding to a mismatch and then forming a complex with MutL alpha heterodimer. This gene contains a polymorphic 9 bp tandem repeat sequence in the first exon. The repeat is present 6 times in the reference genome sequence and 3-7 repeats have been reported. Defects in this gene are a cause of susceptibility to endometrial cancer.",,,,,,"MLH3, MLH1, PMS1, MSH6, MSH2, PCNA, EXO1, PMS2, RPA1, SNX8",#http://www.genecards.org/cgi-bin/carddisp.pl?gene=MSH2#,https://www.ncbi.nlm.nih.gov/gene/4437,,NM_000251,,,1,,,1,1,1,1,,,,,1,Mono,UpdateWebsite,Cancer,de reparación de mal apareamiento del ADN (MMR),DNA错配修复,"El producto proteico de MSH2 forma heterodímeros con MSH3 y MSH6, que ayudan a reparar los errores de replicación del ADN. La pérdida de la función de MSH2 aumenta el riesgo de formación de tumores.",MSH2的蛋白质产物与MSH3和MSH6形成异源二聚体，这种异二聚体有助于修复DNA复制错误。MSH2功能的丧失会增加肿瘤形成的风险。,,,
NF1,Neurofibromin 1,7765,17q11.2,17,Q,58,"287,190",2839,protein coding,"This gene product appears to function as a negative regulator of the ras signal transduction pathway. Mutations in this gene have been linked to neurofibromatosis type 1, juvenile myelomonocytic leukemia and Watson syndrome. The mRNA for this gene is subject to RNA editing (CGA>UGA->Arg1306Term) resulting in premature translation termination. Alternatively spliced transcript variants encoding different isoforms have also been described for this gene. [provided by RefSeq, Jul 2008]",,,,,,"BRCA1, POLR2A, SMARCA4, KRAS, HRAS, SDC2, SPRED1, NRAS, RASA1",https://www.genecards.org/cgi-bin/carddisp.pl?gene=NF1&keywords=nf1#summaries,,https://omim.org/entry/613113?search=nf1&highlight=nf1,,,1,,,1,1,1,1,,,,,,1,Mono,UpdateWebsite,Cancer,,,,,,1,
PRSS1,protein kinase cAMP-dependent type I regulatory subunit alpha,5573,17q24.2,17,P,16,"137,697 ",381,protein coding,"cAMP is a signaling molecule important for a variety of cellular functions. cAMP exerts its effects by activating the cAMP-dependent protein kinase, which transduces the signal through phosphorylation of different target proteins. The inactive kinase holoenzyme is a tetramer composed of two regulatory and two catalytic subunits. cAMP causes the dissociation of the inactive holoenzyme into a dimer of regulatory subunits bound to four cAMP and two free monomeric catalytic subunits. Four different regulatory subunits and three catalytic subunits have been identified in humans. This gene encodes one of the regulatory subunits. This protein was found to be a tissue-specific extinguisher that down-regulates the expression of seven liver genes in hepatoma x fibroblast hybrids.",,,,,,"CTRC, KRT2, KRT10, KRT1, MMP8, MMP9, MMP13, MMP7, MMP1, SPINK1",https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAR1A&keywords=PRKAR1A,https://www.ncbi.nlm.nih.gov/gene/5573,https://omim.org/entry/188830?search=PRKAR1A&highlight=prkar1a,,,,,,,1,,1,,,,,,1,Mono,UpdateWebsite,Cancer,,,,,,1,
PTCH1,serine protease 1,5644,7q34,7,Q,7,"12,842",247,protein coding,"This gene encodes a trypsinogen, which is a member of the trypsin family of serine proteases. This enzyme is secreted by the pancreas and cleaved to its active form in the small intestine. It is active on peptide linkages involving the carboxyl group of lysine or arginine. Mutations in this gene are associated with hereditary pancreatitis. This gene and several other trypsinogen genes are localized to the T cell receptor beta locus on chromosome 7",,,,,,"SHH, CCNB1, GLI1, GLI3, GLI2, SMO, CDON, DHH, GAS1, IHH",https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS1&keywords=PRSS1,https://www.ncbi.nlm.nih.gov/gene/5644,https://omim.org/entry/276000,,,1,,,,1,1,1,,,,,,1,Mono,UpdateWebsite,Cancer,,,,,,,
